id,question,A,B,C,D,answer,category
550,Qual das afirmações a respeito de múltiplas instâncias de processos do mesmo programa no sistema Linux que compartilham um porta de escuta TCP é incorreta?,Cada processo usa a opção SO_REUSEPORT e depois se associa à mesma endereço e porta,Cada processo é associado à mesma porta com endereços de diferentes placas de rede,O primeiro processo é primeiro associado à endereço de escuta da porta e depois o processo filho compartilha o uso,"Cada processo é associado uma vez, mas apenas o último processo chamado pode receber os dados",D,Operating system
551,"Em sistemas Linux, qual comando <mark>_ls_</mark> é utilizado para listar os arquivos no diretório atual.",ps,cd,mv,ls,D,Operating system
552,"Em Linux, conceda permissão de execução a um script (),",chmod +x filename.sh,chown +x filename.sh,chmod +r filename.sh,chown +r filename.sh,A,Operating system
553,"A estrutura de diretórios do sistema de arquivos Linux é um tree invertido, e os arquivos são colocados em diretórios relacionados de acordo com suas funções. Existe um arquivo de dispositivo externo, onde devemos colocá-lo?",/bin,/etc,/dev,/lib,C,Infrastructure
554,"Qual dos seguintes itens está incorreto na descrição do comando para exibir informações da CPU, memória, swap e disco rígido em sistemas Linux?",cat /proc/cpuinfo - Comando do sistema Linux para exibir parâmetros relacionados à CPU,cat /proc/meminfo - Comando do sistema Linux para exibir informações de memória do sistema Linux,du -h: Exibir informações do disco rígido,cat /proc/swaps: Exibir informações de todas as partições swap,C,Operating system
555,Quais das seguintes comandos podem testar se a rede está conectada?,ping,traceroute,netstat,ifconfig,A,Network 
556,"A seguinte afirmativa sobre o processo do DVM (Dalvik Virtual Machine) do Android, o processo do Linux e o processo do programa de aplicativo está correta:","DVM se refere à Máquina Virtual Dalvik. Cada aplicativo Android é executado em seu próprio processo e tem uma instância de Máquina Virtual Dalvik independente. Além disso, cada DVM não é necessariamente um processo no Linux, portanto, não é um conceito.","DVM se refere à Máquina Virtual Dalvik. Cada programa de sistema de aplicativo do Android é executado em seu próprio processo, não é necessariamente possui uma instância de Máquina Virtual Dalvik independente e cada DVM é um processo no Linux, portanto, pode ser considerado o mesmo conceito.","DVM se refere à Máquina Virtual Dalvik. Cada programa de sistema de aplicativo do Android é executado em seu próprio processo, não é necessariamente possui uma instância de Máquina Virtual Dalvik independente e cada DVM não é necessariamente um processo no Linux, portanto, não é um conceito.","DVM se refere à Máquina Virtual Dalvik. Cada aplicativo Android é executado em seu próprio processo e tem uma instância de Máquina Virtual Dalvik independente, além disso, cada DVM é um processo no Linux, portanto, pode ser considerado o mesmo conceito.",D,Operating system
557,Qual dos seguintes descritivos sobre i-nodes está incorreto?,Existe uma relação um-para-um entre i-nodes e nomes de arquivos,O inode pode descrever o número de blocos ocupados pelo arquivo,O inode descreve o tamanho do arquivo e ponteiros para blocos de dados,Realiza a transformação da estrutura lógica e física do arquivo através do i-node,A,Database
558,"O parâmetro para especificar o comando de permissão de execução para o programa de script é,",chmod +x filename.sh,chown +x filename.sh,chmod +w filename.sh,chown +r filename.sh,A,Operating system
559,Escreva o comando Linux para realizar as seguintes funções: utilize o comando sed para substituir todas as ocorrências da palavra AAA no arquivo xyz por BBB,sed 's/AAA/BBB/g' xyz,sed 's/AAA/BBB/' xyz,sed 's/AAA/BBB/p' xyz,sed 's/AAA/BBB/d' xyz,B,Operating system
560,"Em um ambiente Shell, como verificar por quanto tempo o sistema Linux monitorado está em execução?",scp user@sistema-monitorado ip uptime,ssh user@sistema-monitorado ip uptime,ssh user@sistema-monitorado ip cputime,scp user@sistema-monitorado ip cputime,B,Operating system
561,"A shell não é apenas um intérprete de comandos para usuários, mas também uma linguagem de programação poderosa. Qual é o shell padrão do Linux?",bash,ruby,PHP,perl,A,Operating system
562,"Relacionado à diferença entre new/delete e malloc/free, qual é o errado?","malloc e free são funções de biblioteca padrão, e new/delete são operadores","new aloca o objeto, chama o construtor do objeto e malloc aloca memória apenas","new e delete podem ser usados apenas no C++, enquanto malloc e free podem ser usados apenas no C","O que new e delete retornam é o ponteiro da variável do tipo alocado (objeto), e o que malloc e free retornam é um ponteiro void",C,Software architecture
563,"Se o nome do arquivo de origem do programa da aplicação ARM desenvolvida no sistema operacional Linux for test.c, qual comando GCC está correto para ser usado durante a compilação para gerar as informações de depuração do código?",arm-linux-gcc -c -o test.o test.c,arm-linux-gcc -S -o test.o test.c,arm-linux-gcc -o test test.c,arm-linux-gcc -g -o test test.c,D,Operating system
564,"Para um arquivo com permissão 765, qual das seguintes é a flag de permissão correta?",-rw-rw-rx,-rw-r-xr-r,-rwxrw-rx,#NAME?,C,Information security 
565,"Em bash, adicionar ""1>&2"" após um comando significa,",Saída padrão redirecionada para saída de erro padrão,Entrada padrão redirecionada para saída de erro padrão,Saída padrão redirecionada para entrada padrão,Saída de erro padrão redirecionada para entrada padrão,A,Middleware
566,Qual das seguintes comandos pode contar a quantidade de linhas que aparecem em 'Ji Niu Net' em um arquivo?,vim 'jiniu.com' nome do arquivo | wc -l,grep 'jiniu.com' nome do arquivo | wc -l,ls 'Ji Niu Wang' | wc,vim 'jiniu.com' nome do arquivo | wc,B,Operating system
567,O que a instrução find -newer file1 ! file2 significa?,"Encontrar arquivos com horário de alteração mais recente do que file1, mas anterior a file2","Encontrar arquivos com horário de alteração mais antigo do que file1, mas posterior a file2",Encontrar arquivos com horário de alteração mais antigo do que file1 e anterior a file2,Encontrar arquivos com horário de alteração mais recente do que file1 e posterior a file2,A,Operating system
568,"Quando um host na rede local usa o comando ping para testar a conexão de rede, percebe-se que os hosts na rede podem ser conectados, mas não podem ser conectados à rede pública. O problema pode ser (),",A configuração do endereço IP do host está incorreta,Não há gateway para se conectar à LAN,O gateway da LAN ou o gateway do host está configurado incorretamente,As configurações do servidor DNS da LAN estão incorretas,C,Network 
569,"Em Linux, execute #chmod 645 file.sh no arquivo file.sh, a permissão do arquivo é (),",#NOME?,-rw-r--rx-,-rw-r--rw-,#NOME?,D,Operating system
570,"Em um sistema Unix, se um processo encerra enquanto seus processos filhos ainda estiverem em execução (não mortos), esses processos filhos serão tornarão processos órfãos. Qual dos processos de sistema abaixo assume o processo órfão?",syslogd,init,sshd,vhand,B,Operating system
571,"Há dois arquivos, a e b, na pasta atual; execute o comando ""ls > c""; qual é o conteúdo do arquivo c?",apenas o conteúdo do arquivo a,apenas o conteúdo do arquivo b,"conteúdo dos dois arquivos, a e b",nenhum dos anteriores,D,Operating system
572,"Em um sistema Linux, para que o arquivo específico 'file1' seja legível, gravável e executável por todos os usuários, execute o seguinte comando: ___1__. Para alterar o proprietário do arquivo 'file1' para 'test', o grupo do proprietário para 'user' e executar o seguinte comando: ___2__.","chmod 776, chown test","chmod 777, chown user","chmod 777, chown test","chmod 778, chown user",C,Operating system
573,Qual é o arquivo de usuário que define o ambiente bash?,bash & .bashrc,bash & bash_profile,bashrc & .bash_profile,bashrc & .bash_conf,C,Operating system
574,O que a comanda cat -n file1 file2 significa?,Somente os conteúdos do arquivo file1 serão exibidos em tela.,Juntar os arquivos file1 e file2 e então exibir em tela.,Criar arquivos file1 e file2,Exibir o conteúdo de file2 para file1 e salvá-lo,B,Operating system
575,Qual é o comando para visualizar a porta ocupada pelo programa de serviço no Linux?,ps-aux,netstat –apn,watch,lsof,B,Operating system
576,"Para a instrução Linux, a seguinte afirmativa está correta (),","Quando o acesso linear à memória é ilegal, a thread atual entrará na função de processamento de sinal","Quando o arquivo é movido com o comando mv, a data de modificação do arquivo será alterada",ulimit -c define o tamanho da pilha da função de chamada,A função malloc é uma interface para que as aplicações solicitem memória do sistema operacional,A,Operating system
577,"Em sistemas Linux, o seguinte comando não pode ser utilizado para visualizar conteúdo de arquivos (),",cat,ls,less,more,B,Operating system
578,Qual dos seguintes comandos pode interceptar os dados do conteúdo especificado em cada linha do arquivo de texto?,cp,dd,fmt,cut,D,Application
579,Qual é o comando para verificar o uso do disco em sistemas Linux?,dd,df,top,netstat,B,Operating system
580,"Um arquivo executável no sistema Linux pertence a root e tem o bit setuid definido. Quando um usuário comum, like mike, executa este programa, o usuário efetivo e o usuário real do processo gerado são _____?",root mike,root root,mike root,mike mike,A,Operating system
581,"No sistema Linux, os arquivos de configuração e subdiretórios usados para armazenar o sistema são",/etc,/var,/root,/home,A,Infrastructure
582,"A autoridade de acesso do arquivo exer1 é rw-r--r--, e agora é necessário aumentar a autoridade de execução de todos os usuários e a autoridade de gravação de usuários no mesmo grupo. As seguintes instruções estão corretas,",chmod g+wx exer1,chmod 765 exer1,chmod o+x exer1,chmod g+w exer1,A,Operating system
583,Qual é o comando para verificar o processo ativo do sistema no Linux?,ps,netstat,df,ifconfig,A,Operating system
584,Em que ordem exibir o diretório atual?,echo $(pwd),echo pwd,$pwd,pwd | echo,A,Operating system
585,"O arquivo crontab consiste em 6 domínios, sendo cada um deles separado por um espaço. Qual é a seguinte configuração correta?",MIN HOUR DAY MONTH YEAR COMMAND,MIN HOUR DAY MONTH DIASEMANA COMMAND,COMMAND HOUR DAY MONTH DIASEMANA,COMMAND YEAR MONTH DAY HOUR MIN,B,Middleware
586,Qual é o comando para visualizar registros de cache ARP no Linux?,arp -a,arp -d,arp -L,arp –D,A,Operating system
587,"Entre as seguintes funções, a que não pertence à mesma categoria que as outras funções é _____.",fread,fgets,getchar,spread,D,Software architecture
588,"No diretório de configuração do xdm, qual é o arquivo utilizado para definir o aplicativo que será automaticamente executado após o usuário fazer logon através do xdm?",O arquivo Xsession,O arquivo Xsetup_0,O arquivo Xstart_up,O arquivo GiveConsole,B,Application
589,"Em um sistema Linux, defina as permissões do arquivo start.sh para ser legível, modificável e executável por si mesmo, com permissões de leitura e execução para os usuários do grupo, mas não permitindo modificações, e sem nenhuma permissão para o restante dos usuários. O comando para definir essas permissões de arquivo é (),",chmod start.sh 706,chmod start.sh 750,chmod start.sh 705,chmod start.sh 777,B,Operating system
590,"Ao utilizar o I/O multiplexado para monitorar os dados de 3 sockets, se os descritores de socket forem: 5, 17, 19, então no select (int maxfd, struct fd_set* rdset, NULL, NULL) o maxfd deve ser definido como (),",4,20,5,9,B,Middleware
591,"Um arquivo executável no sistema Linux pertence a root e tem um conjunto de bits SETIUID. Quando um usuário comum, como mike, executa este programa, quais são os usuários efetivos e reais do processo gerado?",mike root,root root,mike mike,root mike,A,Operating system
592,"No sistema Linux, quando se executa um programa, as variáveis globais não inicializadas no programa serão carregadas em que um dos seguintes segmentos de memória?",BSS,TEXT,DATA,STACK,A,Operating system
593,A instrução int main(){fork()||fork();} cria um número total de processos:_____,1,2,3,4,C,Operating system
